Gene,Name
lincRNA:chr7:30624075-30631493_R,#N/A
lincRNA:chr7:30682425-30690900_F,#N/A
lincRNA:chr7:30682425-30690900_R,#N/A
lincRNA:chr7:32953000-32983675_F,#N/A
lincRNA:chr7:32953000-32983675_R,#N/A
lincRNA:chr7:32953392-32954696_R,#N/A
lincRNA:chr7:32954225-32979366_F,#N/A
lincRNA:chr7:32954225-32979366_R,#N/A
lincRNA:chr7:32955831-32961444_R,#N/A
lincRNA:chr7:32956454-32973511_F,#N/A
lincRNA:chr7:32956467-32957984_F,#N/A
lincRNA:chr7:32957013-32961211_F,#N/A
lincRNA:chr7:32957023-32982673_F,#N/A
lincRNA:chr7:32957030-32982670_F,#N/A
lincRNA:chr7:32957031-32982645_F,#N/A
lincRNA:chr7:32969114-32982514_R,#N/A
lincRNA:chr7:32969506-32973492_R,#N/A
lincRNA:chr7:33664500-33886275_F,#N/A
lincRNA:chr7:33664500-33886275_R,#N/A
lincRNA:chr7:33679675-33695300_F,#N/A
lincRNA:chr7:33679675-33695300_R,#N/A
lincRNA:chr7:35664275-35671050_F,#N/A
lincRNA:chr7:35664275-35671050_R,#N/A
lincRNA:chr7:35784350-35797625_F,#N/A
lincRNA:chr7:35830725-35837300_F,#N/A
lincRNA:chr7:36771855-36772721_R,#N/A
lincRNA:chr7:37608600-37696850_F,#N/A
lincRNA:chr7:38028050-38079125_F,#N/A
lincRNA:chr7:38028050-38079125_R,#N/A
lincRNA:chr7:39657750-39662750_F,#N/A
lincRNA:chr7:39657750-39662750_R,#N/A
lincRNA:chr7:45019225-45026725_F,#N/A
lincRNA:chr7:45019225-45026725_R,#N/A
lincRNA:chr7:45019225-45026731_F,#N/A
lincRNA:chr7:45019225-45026731_R,#N/A
lincRNA:chr7:45025604-45026560_R,#N/A
lincRNA:chr7:45983575-46089425_F,#N/A
lincRNA:chr7:5467049-5478399_F,#N/A
lincRNA:chr7:54850800-54872648_R,#N/A
lincRNA:chr7:54850800-54872662_F,#N/A
lincRNA:chr7:55030831-55040930_F,#N/A
lincRNA:chr7:55030831-55040930_R,#N/A
lincRNA:chr7:55526931-55538281_F,#N/A
lincRNA:chr7:55526931-55538319_F,#N/A
lincRNA:chr7:55526931-55538319_R,#N/A
lincRNA:chr7:63363215-63386115_F,#N/A
lincRNA:chr7:63363215-63386115_R,#N/A
lincRNA:chr7:63733515-63843015_R,#N/A
lincRNA:chr7:63922340-63962340_F,#N/A
lincRNA:chr7:63922340-63962340_R,#N/A
lincRNA:chr7:64059890-64075815_F,#N/A
lincRNA:chr7:64059890-64075815_R,#N/A
lincRNA:chr7:64330549-64350233_F,#N/A
lincRNA:chr7:64336915-64348765_F,#N/A
lincRNA:chr7:64768415-64791279_F,#N/A
lincRNA:chr7:65187614-65215911_R,#N/A
lincRNA:chr7:65196065-65206265_F,#N/A
lincRNA:chr7:65196065-65206265_R,#N/A
lincRNA:chr7:66004115-66042779_F,#N/A
lincRNA:chr7:66004115-66042779_R,#N/A
lincRNA:chr7:66169140-66192265_F,#N/A
lincRNA:chr7:66321690-66340815_R,#N/A
lincRNA:chr7:66331919-66336772_F,#N/A
lincRNA:chr7:66366065-66371465_F,#N/A
lincRNA:chr7:66366065-66371465_R,#N/A
lincRNA:chr7:66369626-66371283_F,#N/A
lincRNA:chr7:66370580-66371287_F,#N/A
lincRNA:chr7:66804290-66833365_F,#N/A
lincRNA:chr7:66804290-66833365_R,#N/A
lincRNA:chr7:7076075-7153875_F,#N/A
lincRNA:chr7:7285875-7300475_R,#N/A
lincRNA:chr7:759174-766024_F,#N/A
lincRNA:chr7:759174-766024_R,#N/A
lincRNA:chr7:77278214-77303939_F,#N/A
lincRNA:chr7:77278214-77303939_R,#N/A
lincRNA:chr7:77280657-77281918_F,#N/A
lincRNA:chr7:77309614-77323589_F,#N/A
lincRNA:chr7:77313146-77314623_F,#N/A
lincRNA:chr7:77313166-77314584_F,#N/A
lincRNA:chr7:77313167-77314608_F,#N/A
lincRNA:chr7:77313167-77314620_F,#N/A
lincRNA:chr7:77313169-77314583_F,#N/A
lincRNA:chr7:77313177-77314625_F,#N/A
lincRNA:chr7:79083614-79104439_F,#N/A
lincRNA:chr7:79083614-79104439_R,#N/A
lincRNA:chr7:79099742-79100524_R,#N/A
lincRNA:chr7:79099948-79100512_R,#N/A
lincRNA:chr7:7928975-7996750_F,#N/A
lincRNA:chr7:7928975-7996750_R,#N/A
lincRNA:chr7:80367-94117_F,#N/A
lincRNA:chr7:80367-94117_R,#N/A
lincRNA:chr7:80756989-80894339_F,#N/A
lincRNA:chr7:80756989-80894339_R,#N/A
lincRNA:chr7:8344650-8399975_F,#N/A
lincRNA:chr7:8344650-8399975_R,#N/A
lincRNA:chr7:8380008-8380973_F,#N/A
lincRNA:chr7:84195321-84349896_R,#N/A
lincRNA:chr7:86962864-86972889_F,#N/A
lincRNA:chr7:86962864-86972889_R,#N/A
lincRNA:chr7:91473264-91482039_R,#N/A
lincRNA:chr7:92484222-92546490_F,#N/A
lincRNA:chr7:92496564-92506945_F,#N/A
lincRNA:chr7:92496564-92506945_R,#N/A
lincRNA:chr7:92535041-92546491_R,#N/A
lincRNA:chr7:93228814-93381514_F,#N/A
lincRNA:chr7:93228814-93381514_R,#N/A
lincRNA:chr7:93274839-93287314_F,#N/A
lincRNA:chr7:93274839-93287314_R,#N/A
lincRNA:chr7:93318289-93329939_F,#N/A
lincRNA:chr7:93318289-93329939_R,#N/A
lincRNA:chr7:93480664-93495039_F,#N/A
lincRNA:chr7:93480664-93495039_R,#N/A
lincRNA:chr7:93491908-93492346_F,#N/A
lincRNA:chr7:93493384-93493846_R,#N/A
lincRNA:chr7:93587664-93605164_F,#N/A
lincRNA:chr7:93595929-93596393_R,#N/A
lincRNA:chr7:96265914-96310814_F,#N/A
lincRNA:chr7:96265914-96310814_R,#N/A
lincRNA:chr7:96292589-96310764_F,#N/A
lincRNA:chr7:96292589-96310764_R,#N/A
lincRNA:chr7:99236464-99242614_F,#N/A
lincRNA:chr7:99236464-99242614_R,#N/A
lincRNA:chr7:9938325-10053625_F,#N/A
lincRNA:chr8:101487917-101513376_F,#N/A
lincRNA:chr8:101487948-101513375_R,#N/A
lincRNA:chr8:101910499-101920349_R,#N/A
lincRNA:chr8:101925424-101930749_F,#N/A
lincRNA:chr8:101925424-101930749_R,#N/A
lincRNA:chr8:102178474-102199749_F,#N/A
lincRNA:chr8:102179030-102181086_R,#N/A
lincRNA:chr8:102185399-102185979_R,#N/A
lincRNA:chr8:102187674-102199749_F,#N/A
lincRNA:chr8:102187674-102199749_R,#N/A
lincRNA:chr8:102193085-102195404_R,#N/A
lincRNA:chr8:102201249-102207349_F,#N/A
lincRNA:chr8:102201249-102207349_R,#N/A
lincRNA:chr8:103749649-103767499_F,#N/A
lincRNA:chr8:103749649-103767499_R,#N/A
lincRNA:chr8:103939574-104019049_F,#N/A
lincRNA:chr8:103939574-104019049_R,#N/A
lincRNA:chr8:103953859-103990104_F,#N/A
lincRNA:chr8:104254399-104295074_F,#N/A
lincRNA:chr8:104254399-104295074_R,#N/A
lincRNA:chr8:104455674-104461874_F,#N/A
lincRNA:chr8:104455674-104461874_R,#N/A
lincRNA:chr8:105607224-105688174_R,#N/A
lincRNA:chr8:106166599-106275374_F,#N/A
lincRNA:chr8:107055124-107072066_F,#N/A
lincRNA:chr8:107055124-107072066_R,#N/A
lincRNA:chr8:107055124-107072278_F,#N/A
lincRNA:chr8:107055124-107072278_R,#N/A
lincRNA:chr8:107282399-107313749_F,#N/A
lincRNA:chr8:107282399-107313749_R,#N/A
lincRNA:chr8:107282463-107284434_F,#N/A
lincRNA:chr8:107283938-107285127_F,#N/A
lincRNA:chr8:107284490-107284921_F,#N/A
lincRNA:chr8:107284490-107284921_R,#N/A
lincRNA:chr8:107593231-107617421_F,#N/A
lincRNA:chr8:107613724-107623124_F,#N/A
lincRNA:chr8:107613724-107623124_R,#N/A
lincRNA:chr8:108198251-108198713_R,#N/A
lincRNA:chr8:110172174-110224124_R,#N/A
lincRNA:chr8:110235749-110247024_F,#N/A
lincRNA:chr8:110235749-110247024_R,#N/A
lincRNA:chr8:114487974-115096649_F,#N/A
lincRNA:chr8:114487974-115096649_R,#N/A
lincRNA:chr8:115294364-115300225_F,#N/A
lincRNA:chr8:115299924-115318049_F,#N/A
lincRNA:chr8:115299924-115318049_R,#N/A
lincRNA:chr8:115307955-115308253_R,#N/A
lincRNA:chr8:118680044-118747269_F,#N/A
lincRNA:chr8:118680044-118747269_R,#N/A
lincRNA:chr8:118715958-118721616_R,#N/A
lincRNA:chr8:118756519-118771517_F,#N/A
lincRNA:chr8:118756519-118771517_R,#N/A
lincRNA:chr8:118761334-118761831_F,#N/A
lincRNA:chr8:118761334-118761831_R,#N/A
lincRNA:chr8:118762879-118763140_F,#N/A
lincRNA:chr8:118762879-118763140_R,#N/A
lincRNA:chr8:118763328-118763702_F,#N/A
lincRNA:chr8:118763328-118763702_R,#N/A
lincRNA:chr8:121092278-121092915_F,#N/A
lincRNA:chr8:122966828-123139422_R,#N/A
lincRNA:chr8:122966846-123139423_R,#N/A
lincRNA:chr8:123111219-123176069_F,#N/A
lincRNA:chr8:123111219-123176069_R,#N/A
lincRNA:chr8:123989344-123994919_F,#N/A
lincRNA:chr8:123989344-123994919_R,#N/A
lincRNA:chr8:124456094-124469294_F,#N/A
lincRNA:chr8:124456094-124469294_R,#N/A
lincRNA:chr8:124471619-124499694_F,#N/A
lincRNA:chr8:124471619-124499694_R,#N/A
lincRNA:chr8:124472369-124499694_F,#N/A
lincRNA:chr8:124472369-124499694_R,#N/A
lincRNA:chr8:124617069-124632319_F,#N/A
lincRNA:chr8:124617069-124632319_R,#N/A
lincRNA:chr8:125170744-125229219_R,#N/A
lincRNA:chr8:125471969-125486269_F,#N/A
lincRNA:chr8:125471969-125486269_R,#N/A
lincRNA:chr8:125471969-125486317_F,#N/A
lincRNA:chr8:125858869-125877269_F,#N/A
lincRNA:chr8:125858869-125877269_R,#N/A
lincRNA:chr8:125860978-125862459_F,#N/A
lincRNA:chr8:125861007-125956854_F,#N/A
lincRNA:chr8:126718218-126979293_F,#N/A
lincRNA:chr8:127105543-127125968_F,#N/A
lincRNA:chr8:127105543-127125968_R,#N/A
lincRNA:chr8:127589968-127611318_F,#N/A
lincRNA:chr8:127813702-128201457_R,#N/A
lincRNA:chr8:127836493-128531243_R,#N/A
lincRNA:chr8:128045018-128055593_F,#N/A
lincRNA:chr8:128045018-128055593_R,#N/A
lincRNA:chr8:128173829-128181225_F,#N/A
lincRNA:chr8:128174180-128181362_R,#N/A
lincRNA:chr8:128181722-128182314_R,#N/A
lincRNA:chr8:128200315-128209872_R,#N/A
lincRNA:chr8:128216723-128217897_R,#N/A
lincRNA:chr8:128233255-128235097_R,#N/A
lincRNA:chr8:128301923-128335401_R,#N/A
lincRNA:chr8:128301935-128324351_R,#N/A
lincRNA:chr8:128301939-128433190_F,#N/A
lincRNA:chr8:128301944-128335397_R,#N/A
lincRNA:chr8:128301946-128433208_R,#N/A
lincRNA:chr8:128302061-128433619_R,#N/A
lincRNA:chr8:128351522-128404873_F,#N/A
lincRNA:chr8:128427130-128428271_F,#N/A
lincRNA:chr8:128493152-128494084_F,#N/A
lincRNA:chr8:128807043-128820943_F,#N/A
lincRNA:chr8:128807043-128820943_R,#N/A
lincRNA:chr8:128807043-128821043_F,#N/A
lincRNA:chr8:128807043-128821043_R,#N/A
lincRNA:chr8:128822268-128941592_F,#N/A
lincRNA:chr8:128822268-128941592_R,#N/A
lincRNA:chr8:128822268-128941641_R,#N/A
lincRNA:chr8:128825832-128830301_F,#N/A
lincRNA:chr8:128830152-128832547_F,#N/A
lincRNA:chr8:128902891-128944941_R,#N/A
lincRNA:chr8:128976068-129037346_F,#N/A
lincRNA:chr8:128976068-129037346_R,#N/A
lincRNA:chr8:128976068-129037395_F,#N/A
lincRNA:chr8:128976068-129037395_R,#N/A
lincRNA:chr8:128994603-128996300_R,#N/A
lincRNA:chr8:128996365-129001479_R,#N/A
lincRNA:chr8:129001411-129082607_R,#N/A
lincRNA:chr8:129001429-129082518_R,#N/A
lincRNA:chr8:129001437-129108900_R,#N/A
lincRNA:chr8:129001484-129060852_F,#N/A
lincRNA:chr8:129001484-129113273_F,#N/A
lincRNA:chr8:129002837-129008911_F,#N/A
lincRNA:chr8:129007001-129010483_F,#N/A
lincRNA:chr8:129008365-129008906_F,#N/A
lincRNA:chr8:129008804-129108894_F,#N/A
lincRNA:chr8:129015583-129108805_F,#N/A
lincRNA:chr8:129021903-129113336_R,#N/A
lincRNA:chr8:129022630-129113453_R,#N/A
lincRNA:chr8:129029971-129031537_F,#N/A
lincRNA:chr8:129032934-129113447_R,#N/A
lincRNA:chr8:129042218-129118918_F,#N/A
lincRNA:chr8:129042218-129118918_R,#N/A
lincRNA:chr8:129057471-129113498_F,#N/A
lincRNA:chr8:129057590-129108902_F,#N/A
lincRNA:chr8:129060698-129082451_F,#N/A
lincRNA:chr8:129082331-129113343_F,#N/A
lincRNA:chr8:129082378-129113500_R,#N/A
lincRNA:chr8:129082403-129108902_R,#N/A
lincRNA:chr8:129082417-129113499_R,#N/A
lincRNA:chr8:129091245-129091630_F,#N/A
lincRNA:chr8:129092514-129095081_F,#N/A
lincRNA:chr8:129108594-129113502_R,#N/A
lincRNA:chr8:129108761-129113398_R,#N/A
lincRNA:chr8:129108762-129113497_R,#N/A
lincRNA:chr8:129108762-129113498_R,#N/A
lincRNA:chr8:129108769-129113471_R,#N/A
lincRNA:chr8:129108790-129113500_R,#N/A
lincRNA:chr8:129108804-129113499_R,#N/A
lincRNA:chr8:129108828-129113500_R,#N/A
lincRNA:chr8:129108840-129113465_R,#N/A
lincRNA:chr8:129111523-129113388_R,#N/A
lincRNA:chr8:129111550-129113500_R,#N/A
lincRNA:chr8:129323618-129355868_R,#N/A
lincRNA:chr8:129503568-129843218_F,#N/A
lincRNA:chr8:129503568-129843218_R,#N/A
lincRNA:chr8:129599518-129624118_F,#N/A
lincRNA:chr8:129599518-129624118_R,#N/A
lincRNA:chr8:129792718-129805818_F,#N/A
lincRNA:chr8:129792718-129805818_R,#N/A
lincRNA:chr8:130023143-130151518_F,#N/A
lincRNA:chr8:130023143-130151518_R,#N/A
lincRNA:chr8:130231743-130741043_F,#N/A
lincRNA:chr8:130231743-130741043_R,#N/A
lincRNA:chr8:130691380-130695925_R,#N/A
lincRNA:chr8:130695693-130741043_F,#N/A
lincRNA:chr8:130695693-130741043_R,#N/A
lincRNA:chr8:131607559-131667944_R,#N/A
lincRNA:chr8:133071643-133092468_F,#N/A
lincRNA:chr8:133071643-133092468_R,#N/A
lincRNA:chr8:133090014-133101819_F,#N/A
lincRNA:chr8:134331693-134342018_F,#N/A
lincRNA:chr8:134331693-134342018_R,#N/A
lincRNA:chr8:134350568-134428443_R,#N/A
lincRNA:chr8:134368768-134379793_F,#N/A
lincRNA:chr8:134368768-134379793_R,#N/A
lincRNA:chr8:134375415-134376909_R,#N/A
lincRNA:chr8:134377748-134378201_F,#N/A
lincRNA:chr8:134377868-134378275_R,#N/A
lincRNA:chr8:134609768-134817343_F,#N/A
lincRNA:chr8:13487198-13489438_R,#N/A
lincRNA:chr8:135325943-135475993_F,#N/A
lincRNA:chr8:135325943-135475993_R,#N/A
lincRNA:chr8:135479168-135485218_F,#N/A
lincRNA:chr8:135479168-135485218_R,#N/A
lincRNA:chr8:135790943-135843268_F,#N/A
lincRNA:chr8:135790943-135843268_R,#N/A
lincRNA:chr8:136661343-136671968_F,#N/A
lincRNA:chr8:136661343-136671968_R,#N/A
lincRNA:chr8:138331518-138433693_F,#N/A
lincRNA:chr8:138331518-138433693_R,#N/A
lincRNA:chr8:138387843-138421643_F,#N/A
lincRNA:chr8:138387843-138421643_R,#N/A
lincRNA:chr8:138418343-138425831_R,#N/A
lincRNA:chr8:141532461-141536259_R,#N/A
lincRNA:chr8:141535718-141536260_F,#N/A
lincRNA:chr8:142126318-142135193_R,#N/A
lincRNA:chr8:142243843-142266943_F,#N/A
lincRNA:chr8:142243843-142266943_R,#N/A
lincRNA:chr8:142262384-142263391_R,#N/A
lincRNA:chr8:142273943-142310368_F,#N/A
lincRNA:chr8:142273943-142310368_R,#N/A
lincRNA:chr8:142273943-142316018_F,#N/A
lincRNA:chr8:142273943-142316018_R,#N/A
lincRNA:chr8:142859618-142872442_F,#N/A
lincRNA:chr8:142859618-142872442_R,#N/A
lincRNA:chr8:143274368-143286859_F,#N/A
lincRNA:chr8:143274368-143286859_R,#N/A
lincRNA:chr8:143279733-143281816_F,#N/A
lincRNA:chr8:143489971-143501023_F,#N/A
lincRNA:chr8:143489971-143501023_R,#N/A
lincRNA:chr8:143701498-143711723_F,#N/A
lincRNA:chr8:143701498-143711723_R,#N/A
lincRNA:chr8:144359650-144364750_F,#N/A
lincRNA:chr8:145986196-145991421_F,#N/A
lincRNA:chr8:145986196-145991421_R,#N/A
lincRNA:chr8:16107906-16369421_R,#N/A
lincRNA:chr8:16113839-16424929_R,#N/A
lincRNA:chr8:16325260-16353389_F,#N/A
lincRNA:chr8:16347304-16355399_F,#N/A
lincRNA:chr8:16347304-16355399_R,#N/A
lincRNA:chr8:16368860-16425111_R,#N/A
lincRNA:chr8:16386879-16489654_F,#N/A
lincRNA:chr8:16386879-16489654_R,#N/A
lincRNA:chr8:16534425-16772553_R,#N/A
lincRNA:chr8:16988679-16999379_R,#N/A
lincRNA:chr8:16988689-17007298_F,#N/A
lincRNA:chr8:17355272-17386123_F,#N/A
lincRNA:chr8:17355272-17386123_R,#N/A
lincRNA:chr8:17355272-17386248_R,#N/A
lincRNA:chr8:20270145-20396520_F,#N/A
lincRNA:chr8:20270145-20396520_R,#N/A
lincRNA:chr8:22845854-22849500_R,#N/A
lincRNA:chr8:22847955-22856530_F,#N/A
lincRNA:chr8:22847955-22856530_R,#N/A
lincRNA:chr8:23345555-23377430_F,#N/A
lincRNA:chr8:23345555-23377430_R,#N/A
lincRNA:chr8:2360442-2383576_R,#N/A
lincRNA:chr8:2522118-2527693_F,#N/A
lincRNA:chr8:2522118-2527693_R,#N/A
lincRNA:chr8:2527340-2585959_R,#N/A
lincRNA:chr8:2557793-2607093_F,#N/A
lincRNA:chr8:2557793-2607093_R,#N/A
lincRNA:chr8:26294083-26309833_F,#N/A
lincRNA:chr8:26294083-26309833_R,#N/A
lincRNA:chr8:26298006-26300111_F,#N/A
lincRNA:chr8:2696443-2713118_F,#N/A
lincRNA:chr8:2696443-2713118_R,#N/A
lincRNA:chr8:27416133-27435258_F,#N/A
lincRNA:chr8:27416133-27435258_R,#N/A
lincRNA:chr8:27416133-27435295_F,#N/A
lincRNA:chr8:27416133-27435295_R,#N/A
lincRNA:chr8:28483731-28536681_F,#N/A
lincRNA:chr8:28483731-28536681_R,#N/A
lincRNA:chr8:28543756-28558056_F,#N/A
lincRNA:chr8:28543756-28558056_R,#N/A
lincRNA:chr8:28912381-28922956_F,#N/A
lincRNA:chr8:28912381-28922959_F,#N/A
lincRNA:chr8:28912381-28922959_R,#N/A
lincRNA:chr8:29346831-29675506_R,#N/A
lincRNA:chr8:29414656-29675506_F,#N/A
lincRNA:chr8:29414656-29675506_R,#N/A
lincRNA:chr8:29444516-29445942_R,#N/A
lincRNA:chr8:29531437-29535495_F,#N/A
lincRNA:chr8:29531801-29592739_R,#N/A
lincRNA:chr8:29628964-29629828_R,#N/A
lincRNA:chr8:29672263-29673847_F,#N/A
lincRNA:chr8:29679233-29829308_R,#N/A
lincRNA:chr8:29763250-29766472_F,#N/A
lincRNA:chr8:30724887-30746222_R,#N/A
lincRNA:chr8:30732258-30737283_F,#N/A
lincRNA:chr8:30732258-30737283_R,#N/A
lincRNA:chr8:30732450-30744792_F,#N/A
lincRNA:chr8:30732450-30744798_F,#N/A
lincRNA:chr8:30732508-30748122_R,#N/A
lincRNA:chr8:30732558-30744763_F,#N/A
lincRNA:chr8:31032958-31038583_F,#N/A
lincRNA:chr8:32772708-32913758_F,#N/A
lincRNA:chr8:32772708-32913758_R,#N/A
lincRNA:chr8:32899153-32902318_R,#N/A
lincRNA:chr8:32899153-32902336_R,#N/A
lincRNA:chr8:36924958-36926936_R,#N/A
lincRNA:chr8:37181017-37243692_F,#N/A
lincRNA:chr8:37183617-37193667_F,#N/A
lincRNA:chr8:37184970-37186315_F,#N/A
lincRNA:chr8:37188263-37189441_F,#N/A
lincRNA:chr8:37258592-37350868_F,#N/A
lincRNA:chr8:37258592-37350868_R,#N/A
lincRNA:chr8:37264145-37278906_F,#N/A
lincRNA:chr8:37264155-37278889_F,#N/A
lincRNA:chr8:37330594-37411701_R,#N/A
lincRNA:chr8:38616218-38630243_F,#N/A
lincRNA:chr8:38616218-38630243_R,#N/A
lincRNA:chr8:38627589-38630415_F,#N/A
lincRNA:chr8:428650-438700_F,#N/A
lincRNA:chr8:428650-438700_R,#N/A
lincRNA:chr8:42877093-42885518_R,#N/A
lincRNA:chr8:42980727-42986843_R,#N/A
lincRNA:chr8:431391-431866_R,#N/A
lincRNA:chr8:43518693-43531493_F,#N/A
lincRNA:chr8:49209847-49239822_F,#N/A
lincRNA:chr8:49209847-49239822_R,#N/A
lincRNA:chr8:49221722-49222367_F,#N/A
lincRNA:chr8:49330508-49333120_R,#N/A
lincRNA:chr8:49334747-49345797_F,#N/A
lincRNA:chr8:49334747-49345797_R,#N/A
lincRNA:chr8:49464126-49611069_F,#N/A
lincRNA:chr8:49499922-49506997_F,#N/A
lincRNA:chr8:49499922-49506997_R,#N/A
lincRNA:chr8:49510017-49533578_R,#N/A
lincRNA:chr8:49595697-49629872_F,#N/A
lincRNA:chr8:49595697-49629872_R,#N/A
lincRNA:chr8:50114647-50229147_F,#N/A
lincRNA:chr8:50114647-50229147_R,#N/A
lincRNA:chr8:52777597-52786597_F,#N/A
lincRNA:chr8:52777597-52786597_R,#N/A
lincRNA:chr8:52788122-52810668_F,#N/A
lincRNA:chr8:52788122-52810668_R,#N/A
lincRNA:chr8:52788122-52888722_R,#N/A
lincRNA:chr8:52808516-52808934_F,#N/A
lincRNA:chr8:52809004-52810047_F,#N/A
lincRNA:chr8:52809004-52810047_R,#N/A
lincRNA:chr8:53627372-53637572_F,#N/A
lincRNA:chr8:53627372-53637572_R,#N/A
lincRNA:chr8:53627372-53637615_F,#N/A
lincRNA:chr8:53627372-53637615_R,#N/A
lincRNA:chr8:55303672-55311247_F,#N/A
lincRNA:chr8:55303672-55311247_R,#N/A
lincRNA:chr8:55350297-55366022_F,#N/A
lincRNA:chr8:55350297-55366022_R,#N/A
lincRNA:chr8:561925-598750_F,#N/A
lincRNA:chr8:561925-598750_R,#N/A
lincRNA:chr8:58106178-58152853_R,#N/A
lincRNA:chr8:58115146-58143017_F,#N/A
lincRNA:chr8:58115146-58143017_R,#N/A
lincRNA:chr8:58126971-58142821_F,#N/A
lincRNA:chr8:58126971-58142821_R,#N/A
lincRNA:chr8:58131937-58133297_F,#N/A
lincRNA:chr8:58142119-58150379_R,#N/A
lincRNA:chr8:582466-583006_R,#N/A
lincRNA:chr8:587535-591207_R,#N/A
lincRNA:chr8:590406-605477_F,#N/A
lincRNA:chr8:590407-594400_R,#N/A
lincRNA:chr8:592362-601884_R,#N/A
lincRNA:chr8:599650-609000_F,#N/A
lincRNA:chr8:599650-609000_R,#N/A
lincRNA:chr8:60062921-60832721_F,#N/A
lincRNA:chr8:60062921-60832721_R,#N/A
lincRNA:chr8:61797446-62065596_F,#N/A
lincRNA:chr8:6516692-6533242_F,#N/A
lincRNA:chr8:6516692-6533242_R,#N/A
lincRNA:chr8:6554042-6564617_F,#N/A
lincRNA:chr8:6554042-6564617_R,#N/A
lincRNA:chr8:66501846-66512821_R,#N/A
lincRNA:chr8:66501846-66512866_F,#N/A
lincRNA:chr8:66501846-66512866_R,#N/A
lincRNA:chr8:66504086-66504964_R,#N/A
lincRNA:chr8:67304071-67319246_F,#N/A
lincRNA:chr8:67304071-67319246_R,#N/A
lincRNA:chr8:67383921-67391446_R,#N/A
lincRNA:chr8:67600521-67605596_F,#N/A
lincRNA:chr8:67830421-67837540_F,#N/A
lincRNA:chr8:67830421-67837540_R,#N/A
lincRNA:chr8:67830421-67837796_R,#N/A
lincRNA:chr8:67833876-67837755_R,#N/A
lincRNA:chr8:67833927-67834962_F,#N/A
lincRNA:chr8:67834170-67838228_F,#N/A
lincRNA:chr8:67834228-67834962_F,#N/A
lincRNA:chr8:67834229-67837776_R,#N/A
lincRNA:chr8:67834231-67837755_F,#N/A
lincRNA:chr8:67834252-67838633_R,#N/A
lincRNA:chr8:67834505-67837776_R,#N/A
lincRNA:chr8:67836239-67836480_F,#N/A
lincRNA:chr8:69903546-69930946_F,#N/A
lincRNA:chr8:69903546-69930946_R,#N/A
lincRNA:chr8:72443025-72504238_R,#N/A
lincRNA:chr8:72443030-72504240_R,#N/A
lincRNA:chr8:72443054-72504260_R,#N/A
lincRNA:chr8:72443139-72504241_R,#N/A
lincRNA:chr8:72443176-72504240_R,#N/A
lincRNA:chr8:72443345-72460422_R,#N/A
lincRNA:chr8:72587614-72614662_F,#N/A
lincRNA:chr8:72592821-72637771_F,#N/A
lincRNA:chr8:72592821-72637771_R,#N/A
lincRNA:chr8:74964574-75012085_F,#N/A
lincRNA:chr8:76121095-76189420_F,#N/A
lincRNA:chr8:76121095-76189420_R,#N/A
lincRNA:chr8:79635995-79642470_F,#N/A
lincRNA:chr8:79635995-79642470_R,#N/A
lincRNA:chr8:80062320-80088245_F,#N/A
lincRNA:chr8:80062320-80088245_R,#N/A
lincRNA:chr8:80234870-80247370_F,#N/A
lincRNA:chr8:80234870-80247370_R,#N/A
lincRNA:chr8:8480290-8488065_F,#N/A
lincRNA:chr8:86894834-86985059_F,#N/A
lincRNA:chr8:86894834-86985059_R,#N/A
lincRNA:chr8:87026584-87038559_F,#N/A
lincRNA:chr8:87026584-87038559_R,#N/A
lincRNA:chr8:8777340-8841140_F,#N/A
lincRNA:chr8:8933665-8942715_R,#N/A
lincRNA:chr8:90615284-90628709_F,#N/A
lincRNA:chr8:90615284-90628709_R,#N/A
lincRNA:chr8:90617816-90618164_F,#N/A
lincRNA:chr8:90618650-90619014_R,#N/A
lincRNA:chr8:90726603-90741628_F,#N/A
lincRNA:chr8:90733146-90737134_F,#N/A
lincRNA:chr8:90736857-90737871_R,#N/A
lincRNA:chr8:90737074-90737855_F,#N/A
lincRNA:chr8:90762328-90767404_R,#N/A
lincRNA:chr8:90889605-90908564_F,#N/A
lincRNA:chr8:90889605-90908564_R,#N/A
lincRNA:chr8:91113099-91397399_F,#N/A
lincRNA:chr8:91113099-91397399_R,#N/A
lincRNA:chr8:91233744-91581517_F,#N/A
lincRNA:chr8:91542599-91552646_R,#N/A
lincRNA:chr8:91681974-91687749_F,#N/A
lincRNA:chr8:91681974-91687749_R,#N/A
lincRNA:chr8:92071874-92082224_F,#N/A
lincRNA:chr8:92071874-92082273_F,#N/A
lincRNA:chr8:92105274-92110499_F,#N/A
lincRNA:chr8:92105274-92110499_R,#N/A
lincRNA:chr8:93384199-93389724_R,#N/A
lincRNA:chr8:93681063-93689911_F,#N/A
lincRNA:chr8:93686474-93692674_F,#N/A
lincRNA:chr8:94968549-94974474_F,#N/A
lincRNA:chr8:94968549-94974474_R,#N/A
lincRNA:chr8:94969544-94969892_F,#N/A
lincRNA:chr8:95917724-95933974_F,#N/A
lincRNA:chr8:95917724-95933974_R,#N/A
lincRNA:chr8:95962349-95983874_F,#N/A
lincRNA:chr8:95962349-95983874_R,#N/A
lincRNA:chr8:95986835-95996412_R,#N/A
lincRNA:chr8:95989649-96006474_F,#N/A
lincRNA:chr8:95989649-96006474_R,#N/A
lincRNA:chr8:96083774-96119899_R,#N/A
